id,url,description,likes_count,timestamp,comment_count
video_1065395268834463744,,My ice cream truck vs. yours 😂😂😭 🍨🍧🍰🍦 #Lmaoo #NateFields #RemixGang,1511,2014-04-08T19:10:40.000000,70
video_1065408203174641664,,My artistic inspiration came from the bold & intense flavors of Gatorade Fierce. Explore the art of flavor at Gatorade.com/Fierce-Collective,11046,2014-04-08T20:02:03.000000,562
video_1065464392118067200,,Keep it classy. A look back at my favorite moments through my first 99 vines. #post100 #loop  #vinyet,420,2014-04-08T23:45:20.000000,66
video_1065798031183650816,,#ButNakedNastyOrNah  😂👐 wolftyla,2924,2014-04-09T21:51:06.000000,82
video_1066169079599104000,,😂Pastor Rounds🙌,1171,2014-04-10T22:25:31.000000,274
video_1066207153549086720,,What is stoping you from being amazing #beamazing #peopleareamazing #amazingpeople,2741,2014-04-11T00:56:48.000000,66
video_1066222158239453184,,"It's funny how all you haters hate on an eight year old when he has 30,000+ followers!😂Caleb Coffee",125,2014-04-11T01:56:25.000000,80
video_1066305683928035328,,God Loves The Gays Cuz Who Picks Out His Clothes 💯🙌💯👌🙏💒 #RatedZionMiguel God Has A Sense Of Humor Cuz He Created Me 😘,464,2014-04-11T07:28:20.000000,80
video_1066477558595461120,,My last phone call before going to prison for the rest of my life. (w/Wahlid Mohammad and Brandon Calvillo),35423,2014-04-11T18:51:18.000000,402
video_1066980163927085056,,BACH STAY DIPPED IN BUTTER CUZ!! #KingBach KingBach,1540,2014-04-13T04:08:28.000000,116
video_1067325353481154560,,To whoever made that vine and called Nash Grier a faggot...,2128,2014-04-14T03:00:08.000000,286
video_1067712613082931200,,What is our nationalities . Q&A .,1259,2014-04-15T04:38:58.000000,128
video_1068090269611814912,,"If Bryan Silva ran into a real ""Nigga"" 💀#VineLikeBryanSilva #april",1596,2014-04-16T05:39:38.000000,96
video_1068331658626875392,,Julio Jones with Hops! Remember to use the hashtag #sportsnstuff to enter to win a revine! (This weeks winner announced at 7:00pm Est Time!),6105,2014-04-16T21:38:50.000000,258
video_1068931474784436224,,What happened to forever?,977,2014-04-18T13:22:17.000000,200
video_1069119845687328768,,T Rex hit you with tha tec🔫🔫🔫 I'm the devil 😈,61,2014-04-19T01:50:48.000000,150
video_1069402134493184000,,#badbarney explains #easter #zombiejesus #voiceover,182,2014-04-19T20:32:31.000000,70
video_1069505734389223424,,,536,2014-04-20T03:24:11.000000,40
video_1069797641048776704,,In action,831,2014-04-20T22:44:07.000000,40
video_1070034127660666880,,I need to sleep! #Sleep #insomnia #animation #vinimation #australia #AustralianViners #5amstart #fml,22,2014-04-21T14:23:50.000000,34
video_1070449102225096704,,10mm,22,2014-04-22T17:52:47.000000,44
video_1071192384462815232,,IN MEMPHIS SHE WON THE FIGHT BUT 5 DAYS LATER THEY CAME BACK AND TOOK HER AND HER HUSBAND LIFE 😔😔😔THIS THAT BULLSHIT NO ONE TAKING AN L,486,2014-04-24T19:06:20.000000,154
video_1071559888842489856,,Bad bitch contest you in first place. what what what what?,4560,2014-04-25T19:26:40.000000,604
video_1071569348935725056,,Good day for some basketball practice (inspired by 2003 POWERADE ad with Lebron James) #vinemagic #basketball,2129,2014-04-25T20:04:15.000000,108
video_1071611451216748544,,He is gorgeous and amazing😍 Officially Donnie #officialdonnie,2524,2014-04-25T22:51:33.000000,338
video_1072272423350611968,,,905,2014-04-27T18:38:01.000000,74
video_1072641231181459456,,WHEN ASHTON REALIZES HE BROKE HIS DRUMS OMFGF #ashtonirwin #calumhood #michaelclifford #lukehemmings #5sos #5secondsofsummer,3757,2014-04-28T19:03:32.000000,302
video_1073365057221664768,,😩😩😩😩,2595,2014-04-30T18:59:45.000000,152
video_1073397272806817792,,😭 Im Ugly As Shit But #Vinelikedeebreezy Dee Breezy!,244,2014-04-30T21:07:46.000000,244
video_1073767088117682176,,Dang #OohKillemSports,2327,2014-05-01T21:37:17.000000,86
video_1074093091838996480,,Who Can Guess This Song ? 😈 #chiefkeef #300 #GBe #glogang #713 #chiraq #chicago,1040,2014-05-02T19:12:42.000000,90
video_1074178615274520576,,THIS IS THE WORST DAY OF MY LIFE 😓😓😓😓#ontheruntour #imsorrybeyonce #WhhhhhyyyyyLoooooorrrrrd,2007,2014-05-03T00:52:33.000000,334
video_1074558864478883840,,Mike Scott posterizing Mahinmi!! #nbaslams,3320,2014-05-04T02:03:31.000000,154
video_1074565114495225856,,How I feel every time I eat #McDonalds fries.,1595,2014-05-04T02:28:21.000000,304
video_1074582050805350400,,WHEN SOMEONE SCARES TOU. #ammonflores #amazing #cool #falconpunch #VincentMarcus #PicPlayPost,8,2014-05-04T03:35:39.000000,36
video_1075209954887151616,,Happy Birthday to the hardest working man in Showbiz @KCarmouche #BlockRanked 🚫🚫🚫🚫🚫🚫🚫🚫🚫🚫🚫🚫🚫🚫🚫🚫🚫🚫🚫🚫🚫🚫🚫🚫🚫🚫🚫🚫,109,2014-05-05T21:10:43.000000,168
video_1075288563576344576,,When you hit the 6th star in grand theft auto... 😂😂😂,8949,2014-05-06T02:23:05.000000,522
video_1075323229281083392,,#savedvine for some of the thirsties out there.,347,2014-05-06T04:40:50.000000,68
video_1075400357594677248,,What an amazing goal ! #goal #soccer #football #bestsoccervines #like #revine #follow #tagsforlikes #bestgoalsweek #BestGoal,1214,2014-05-06T09:47:19.000000,192
video_1075911890053615616,,Trying it out before you buy it... #fail 😂 /w Mickey Lacoste,17283,2014-05-07T19:39:58.000000,336
video_1076155793067458560,,She don't know what the nae nae is #naenae fail,4,2014-05-08T11:49:09.000000,176
video_1076449821596205056,,💯 aint no shame in the head game 👅💦 NewOrleansTevin,83,2014-05-09T07:17:30.000000,32
video_1076989232968626176,,Officially Donnie 😻😻,1031,2014-05-10T19:00:56.000000,138
video_1077720157402615808,,Been awhile!,2847,2014-05-12T19:25:22.000000,206
video_1078300657657741312,,¥,1126,2014-05-14T09:52:04.000000,144
video_1078788598574231552,,"If you're struggling with life,I cant fix it for you.I can only offer my experience & tell you that someday it will all make sense. ❤️ #tbt",5913,2014-05-15T18:10:58.000000,322
video_1079165184779636736,,Car Saves Child After Dog Tries To Attack Him yesterday! Revine For Respect 🙏 #catsavesboy #wow #imacatperson #save #SavePretty #follow,1216,2014-05-16T19:07:23.000000,286
video_1079327636633055232,,Do it for the vine😍,1111,2014-05-17T05:52:55.000000,60
video_1079563325219762176,,#illiterateass,59,2014-05-17T21:29:28.000000,32
video_1079941606209196032,,#TheStrugglesofAHighNigga part 28.... Only real smoker know this struggle.... #TGIFO #TEAMSOUR #TeamDreadHead,1792,2014-05-18T22:32:37.000000,288
video_1079979879103168512,,Like and Revine if you are a fan of #BlackButler/#Kuoshitsuji #AttackOnTitan/#ShingekiNoKyojin/#AOT #SailorMoon #Naruto #Clannad #SoulEater,153,2014-05-19T01:04:42.000000,36
video_1080206571692503040,,Crossfit saca el hombre que llevas dentro Parte 3.,1722,2014-05-19T16:05:29.000000,106
video_1080414388202143744,,You'll and these remakes 😑😑 #remake YUNG POPPY,779,2014-05-20T05:51:17.000000,76
video_1080644237860691968,,"mcashhole, Nick Nack Pattiwhack, David Banna, 2realmacdatfee, Wuzzam Supa, Anaya #BlackRanked",173,2014-05-20T21:04:37.000000,170
video_1080677149976965120,,#SideNiggaProtocol Khleo_T,1848,2014-05-20T23:15:24.000000,424
video_1080713892960825344,,So guys be posting more in the summer so that will be Friday this Friday so see ya soon!!!!! 😄,2,2014-05-21T01:41:24.000000,46
video_1081347031362084864,,#Vidlab,805,2014-05-22T19:37:16.000000,54
video_1081664980782374912,,My mod>> yours. #Ecig #teamcoolsmoketricks #vapetricks #smoke #clouds #vape #vapeon #VGOD #ecigmod #teamvapetricks,12,2014-05-23T16:40:41.000000,36
video_1081770339480018944,,#bruh #bruhmovement 😂😂😂 follow Bruh !!,2560,2014-05-23T23:39:21.000000,432
video_1082024475463172096,,First time Introducing  WeeklyChris music to his family #SoDoubleTheSwagYo video by irham,752,2014-05-24T16:29:11.000000,286
video_1082666054314094592,,Louis squirting water at the security guard hahaha,2761,2014-05-26T10:58:36.000000,222
video_1082811330043768832,,These kittens were dumped on the side of my road in a closed caged left to die spread awareness animal cruelty is NOT OKAY revine if agreed,1720,2014-05-26T20:35:52.000000,338
video_1083200941169266688,,"DashTrillz, Kane416, CantStopWont, Official Twerk Vines, TwerkKing, Best Twerk Vines, GanjaFreaks #Oreo #whitegirltwerk #twerk #NVOtwerk ❤️",637,2014-05-27T22:24:03.000000,86
video_1083226258218885120,,"#ISeeYou, #Creepy #Scarecam
Tag your friends below if you think they'll get creeped out by this. :) Have fun 
#Cyborg #Eye",6,2014-05-28T00:04:39.000000,50
video_1083599318768062464,,"My art of #2pac ""i ain't happy here"" ~2pac",2566,2014-05-29T00:47:03.000000,52
video_1083946694279860224,,no profanity in this household,458,2014-05-29T23:47:24.000000,36
video_1084002306900779008,,when your crush text you first!  #Vidlab,150,2014-05-30T03:28:23.000000,80
video_1084204805423034368,,😌 in my own world,61,2014-05-30T16:53:03.000000,46
video_1084987505293619200,,😍 | #chrisbrown #acapella #cb #teambreezy #freebreezy #freechrisbrown #singing,738,2014-06-01T20:43:13.000000,40
video_1085363521883193344,,,175,2014-06-02T21:37:22.000000,54
video_1085415668834508800,,Yeh!! That Shit Good!,574,2014-06-03T01:04:35.000000,32
video_1085445634200375296,,"""Get out of my face"" 😂 #ttcrew",265,2014-06-03T03:03:39.000000,48
video_1085673974135971840,,Teach Me How To Thirst Trap w  Splack_19 Wuz Good #ThirstTrap #Thirsty #Girls #HowToGetMoreFollowersTheseDays,2301,2014-06-03T18:11:00.000000,76
video_1086500958768443392,,Do what works for you.,9805,2014-06-06T00:57:08.000000,144
video_1086543779877523456,,Ugly bitch 💅 #teamwildside,857,2014-06-06T03:47:18.000000,188
video_1086708000095629312,,Ds_Just_Saying,144,2014-06-06T14:39:51.000000,44
video_1087153434588753920,,Bae. #Deleting #bored,330,2014-06-07T20:09:51.000000,40
video_1087535147143827456,,Asking Strangers Random Questions 😂 Love this guy's response 😂 #FigsInPublic,23169,2014-06-08T21:26:38.000000,758
video_1087618613571219456,,When your teacher say shes not going to pass u #LOL,178,2014-06-09T02:58:18.000000,56
video_1087666570542600192,,NUN OF MY FOLLOWES SAFE😭😂💀😩 (ON YALL ASS) By VonMar #Thotboyz Fse #FrySession #chicago 😂😭👊👊,1188,2014-06-09T06:08:52.000000,224
video_1087883417049358336,,Woke my lil sister up to tell her she have school in the morning! Lol! #WINNING! Emmanuel Hudson REMAKE!,4585,2014-06-09T20:30:32.000000,132
video_1088094632748953600,,Watch the World Premiere Cinematic Trailer for #ACUnity from #E32014. www.youtube.com/AssassinsCreedUK,871,2014-06-10T10:29:50.000000,124
video_1088167410106023936,,Damn raccoon gone die today!!! It Keeps knocking over my trash can 😡😡😂,2273,2014-06-10T15:19:01.000000,108
video_1088174709562314752,,FFF The Rapper,296,2014-06-10T15:48:02.000000,72
video_1088244090421846016,,Officially Donnie u are so amazing ever one go and follow him 😘❤️,521,2014-06-10T20:23:43.000000,78
video_1088397668046319616,,When someone calls me ugly..,6346,2014-06-11T06:33:59.000000,266
video_1088606388550275072,,Lucas Retarp go back to were u came from u dam nigger,41,2014-06-11T20:23:22.000000,416
video_1088930373125242880,,Rick Ross is now a Billionaire after KFC buys lemon pepper recipe for $10 Billion. Full on story on ODGossip.com,319,2014-06-12T17:50:46.000000,86
video_1089277769843875840,,Pt 2 😂😂😂,254,2014-06-13T16:51:12.000000,42
video_1089363733589180416,,I LOVE HOW THIS TURNED OUT...but happy Friday the 13th 💀 ((if you repost give me credits)),1133,2014-06-13T22:32:47.000000,210
video_1089386242933927936,,He ain't want to look at me 😂😭😂. || More on my Instagram: JosiahJenkins,8529,2014-06-14T00:02:14.000000,470
video_1089592394258735104,,Officially Donnie grinding 😘❤️ u are so perfect!!  dont let anyone get in your way,849,2014-06-14T13:41:24.000000,112
video_1089999176642740224,,Excuse my ugliness for a second I just woke up but yea #FreeProudMuslim FRESH,195,2014-06-15T16:37:48.000000,42
video_1090088382400745472,,Arron Crascall,8555,2014-06-15T22:32:17.000000,438
video_1090203245110247424,,this evil man must be stopped this dog dnt deserve this #Vidlab,208,2014-06-16T06:08:42.000000,154
video_1090353709025779712,,When i go outside and and a mosquito is trying to land on me 😂😂 #VollaSign,479,2014-06-16T16:06:36.000000,40
video_1090702573801021440,,#Depresses #sad #secrets #scar #cut #notenough.,314,2014-06-17T15:12:51.000000,36
video_1090914499969650688,,Dog wants to be vine famous. #Revine or you hate animals 🎉🎉🎉,1065,2014-06-18T05:14:59.000000,104
video_1090918845046308865,,i may or may not have stared at this for quite a while before posting - Shay (06/17 #Copenhagen; IG josefinenoel),1095,2014-06-18T05:32:14.000000,108
video_1091205374369021952,,Tyler Ennis Buzzer Beater to Stay undefeated against Pitt.,1231,2014-06-19T00:30:48.000000,72
video_1091781715627802624,,#firstpost if only this was a real dick,539,2014-06-20T14:40:59.000000,68
video_1092198309856202752,,Haa the whole game that ref was a shame to football. Given sanctions prevented any preparations & lowest budget..made it a game. Damn proud.,78,2014-06-21T18:16:23.000000,136
video_1092214858084454400,,Woke up and found some random girl in my bed😳😂 wolftyla #wtf #whoareyou #thisbitchcrazy #getoutmybed #LOL,1016,2014-06-21T19:22:08.000000,90
video_1092907872842665984,,🍁🍃 #TeamPeaceWTF #peaceWTF $alute 🔥✌👽💨☁☁,71,2014-06-23T17:15:56.000000,30
video_1092969087300173824,,Low to high rocket! (credit to Lax Bro Vines ) Like and revine if your an active follower! (song-spaceman(carnage festival trap remix) #lax,786,2014-06-23T21:19:10.000000,122
video_1093012547432751104,,Abdiel Garcia,3018,2014-06-24T00:11:52.000000,128
video_1093077555252453376,,Quick question!,395,2014-06-24T04:30:11.000000,50
video_1093363423410003968,,bang inspired by @VNGEL #teamcoolsmoketricks #V58 #VGOD #videoshop,936,2014-06-24T23:26:07.000000,112
video_1093418607750586368,,Inspired by Jade Belauste 🎶💕 she's an amazing singer!,413,2014-06-25T03:05:24.000000,42
video_1093485395146063872,,,13,2014-06-25T07:30:48.000000,126
video_1094090769612034048,,Thugs trynna get their G.E.D | #TeamSuave,1302,2014-06-26T23:36:20.000000,62
video_1094413297685540864,,Love you guys! Never say never!💕 and don't forget to follow and revine!,541,2014-06-27T20:57:57.000000,152
video_1094470760749301760,,,51,2014-06-28T00:46:17.000000,56
video_1095091242351857664,,#HitThatHitThatElbow KingTrivv® original vine by DJ._mcdaniels,523,2014-06-29T17:51:51.000000,34
video_1095439996166582272,,Don't fucking act like you finna breeze thru that bitch and then just STOP.,6420,2014-06-30T16:57:41.000000,230
video_1095446517768163328,,😁 JayCole,1231,2014-06-30T17:23:36.000000,802
video_1095630491862048768,,I recorded my last cover at 151bpm let's see if it loooooops YouTube.com/jaaaaaaa (7a's),151,2014-07-01T05:34:39.000000,54
video_1095675144338337792,,"#amiwrong Late night driving, no one on the road. This came on Spotify!",1622,2014-07-01T08:32:05.000000,116
video_1095736849378570240,,"IG jamestheillest & twitter james_theillest. so yea , go follow that lol 😏",310,2014-07-01T12:37:16.000000,38
video_1095896759818952704,,FOLLOW FOR MORE! STUPID BROTHER,2714,2014-07-01T23:12:42.000000,314
video_1095898870002941952,,LarryMiles keeps running into supermom friend Harmony Smith in the darnedest places! #doppelganger,579,2014-07-01T23:21:05.000000,62
video_1095990868877398016,,Follow for more GirlsDance! | Follow us on IG: @VineGirlsDance | Follow GuysDance!,7982,2014-07-02T05:26:39.000000,152
video_1096319947627520000,,"""Am I talented?""",5938,2014-07-03T03:14:18.000000,282
video_1096567014052507648,,"Cast Away: Badoo Edition.  Don't make the same mistake Rocky did, spread the word and download Badoo today!",8445,2014-07-03T19:36:03.000000,212
video_1096618808267177984,,im a nobody  #Vidlab,2,2014-07-03T23:01:52.000000,62
video_1096623496114692096,,What I'd like to do to them,405,2014-07-03T23:20:29.000000,102
video_1096628029943341056,,Simple & Untitled (Simple showcase for my first attempt at skeleton makeup),1489,2014-07-03T23:38:30.000000,172
video_1096952104704180224,,when you have a bad day 😂😭 follow for more top fails posted every day!!,7180,2014-07-04T21:06:16.000000,564
video_1096973775121068032,,❂,4430,2014-07-04T22:32:22.000000,310
video_1097110443434311680,,Ariana grande- almost is never enough #6secondcover #sing #singer #4thOfJuly #usa #independenceday #america  #Flipagram #4th #4thOfJuly,4254,2014-07-05T07:35:27.000000,106
video_1097549752872361984,,please why is racism even a thing spread the word about #notoracism please you would make my day to speard the word   #Vidlab,122,2014-07-06T12:41:06.000000,112
video_1097639562659913728,,Parker from The Story So Far sticking up for his fans at Warped Tour 2014 ( Taken From YouTube ),784,2014-07-06T18:37:58.000000,144
video_1097680912839221248,,I hate when your friends try to make your insults to complements... 😖 Tag someone who does this to you (BTW being weird is not a bad thing),1285,2014-07-06T21:22:17.000000,148
video_1097701474978656256,,😂😂😂 I been doing shit for everything I do,632,2014-07-06T22:43:59.000000,94
video_1098157924557172736,,"""Bitch"" comment below so I can have it all.",5282,2014-07-08T04:57:46.000000,440
video_1098427247180034048,,Brasil 1 - 7 Alemania,847,2014-07-08T22:47:57.000000,44
video_1098494225022345216,,,657,2014-07-09T03:14:06.000000,48
video_1099520439597858816,,Brittney Honey,37,2014-07-11T23:11:54.000000,44
video_1099890043511795712,,Shots fired 🔫🔫💂😂😂 4everkelz #BrotherlyLove #AssWhoopingComingSoon lol,110,2014-07-12T23:40:35.000000,32
video_1100096249568595968,,"i really love lycia,like a lot  and my goal is to get her follow so can u please tag her as much as u can below i will love u forever🌸",128,2014-07-13T13:19:58.000000,40
video_1100156714189541376,,Instagram: @iggyazaleavines 💋 Follow me I will be posting daily!,8443,2014-07-13T17:20:14.000000,300
video_1100181285881724928,,"How I would mug Josh Clark and Brooke Gunn (🎥: Blaize Rouyea, Greg Cleveland) #parkourmugger #flipthatkoolaidpack",20357,2014-07-13T18:57:52.000000,372
video_1100569866882150400,,idk abt this idek (tag her below) AUDIO CREDS BELOW,477,2014-07-14T20:41:57.000000,94
video_1100586565102940160,,For the beautiful lycia 👑🔥 Lycia Faith  #lyciafaith ( tag her? ),143,2014-07-14T21:48:19.000000,164
video_1100888664311242752,,#crackkid #remix #tag3friendsbelow #comedy 😂👌 ( also follow me on instagram/twitter: MadapakaZubin ),859,2014-07-15T17:48:45.000000,134
video_1100966706026872832,,Brens been getting alot of hate and i just wanted to say itll be okay. If you get hate for doing what you love keep going ❤️Bren Lunn,1295,2014-07-15T22:58:51.000000,250
video_1101031922005622784,,#VineFamousPeopleInPerson ScottySire 😜,16825,2014-07-16T03:18:00.000000,262
video_1101188683316801536,,Knife Trick Goes Wrong😨😱! #knifetrick #knife #tricks #goeswrong #viral #shedead #dead #headshot #shewasntready #unprofessional #bruh #loop,1723,2014-07-16T13:40:55.000000,664
video_1101279017832968192,,Who Can Guess What Video This Clip Is From? (Hint: Its The Next #OFThrowback !),2144,2014-07-16T19:39:52.000000,330
video_1101618694213509120,,"""Par cette chaleur, pensez à vous hydrater"" #sport #sun #sunchine #summer #wine #vine #water #run #epic #frenchvine #FrenchVine2014",920,2014-07-17T18:09:37.000000,44
video_1101791523529703424,,The creator of SCV purge be like,287,2014-07-18T05:36:23.000000,32
video_1101859498160779264,,#Gazze #PrayForGaza #GazzedeKatliamVar,1974,2014-07-18T10:06:29.000000,126
video_1102479930484260864,,😂😂😂😂😂 I'm deadass 😑,1582,2014-07-20T03:11:52.000000,70
video_1102830270438404096,,Taking a crack at #LessThanFamousFreestyle (Christian Davies),1676,2014-07-21T02:24:00.000000,58
video_1102862880988413952,,Oooo Nicki Minaj was right! Groupies make up anything lol.. Idk that boy. I like Poppy he is funny and I respect him,258,2014-07-21T04:33:35.000000,246
video_1103020491301625856,,my fat ass is heading to the gym before lunch! 😔 too many bad foods and drinks during vacation 🍺🍹🍔🍟,1090,2014-07-21T14:59:52.000000,126
video_1103172170706006016,,#APMAs Breakthrough Band Of The Year: Crown The Empire,1987,2014-07-22T01:02:35.000000,230
video_1103553631904591872,,"i wanna try edits like this, so if you know any cool desi songs, which i could use for edits like this, comment below please thanks  #Vidlab",95,2014-07-23T02:18:22.000000,72
video_1104115343439302656,,Okay I'm gonna vine way more now 😌 hello vine you got me for now on 😈,1666,2014-07-24T15:30:25.000000,126
video_1104202583716896768,,One time for the one time 🙀😼 #Cheeks #WhiteGirlTwerk #SlimThick #Jiggly #ThatThangMovin #WerkTwerk,2046,2014-07-24T21:17:05.000000,154
video_1104203476390772736,,this is for 5sos clips ♡ bc GET HER TO 50K! and SEXY 5SOS OMF,1382,2014-07-24T21:20:37.000000,114
video_1104240194565337088,,me and the bro DontéMacc  wildin 😂😂,2095,2014-07-24T23:46:32.000000,86
video_1104288379144994816,,INSANE Football Slam! #College #Football,3788,2014-07-25T02:58:00.000000,160
video_1104496862079217664,,Shortbread.,1735,2014-07-25T16:46:26.000000,282
video_1104586493953241088,,#ItzGOLObitxh Join Tha Wave!,451,2014-07-25T22:42:36.000000,38
video_1104632605485494272,,This is the most racist shit I seen on here #Racist #VinesGotTalent #VineOutLaws #News,224,2014-07-26T01:45:50.000000,78
video_1105231090496466944,,Vine is motherfuvker boy smfh#facts,250,2014-07-27T17:24:00.000000,110
video_1105234550293950464,,How detroit niggas rap  #Vidlab,348,2014-07-27T17:37:45.000000,36
video_1105272517608042496,,305 to my city #toronto twerk #TwerkTeamDailyTwerk twerkteambooking@gmail.com,5607,2014-07-27T20:08:37.000000,568
video_1105383009349226496,,Rebecca Black,536,2014-07-28T03:27:40.000000,36
video_1105583807069085696,,Honestly i live for this moment. i hope this jump and rverything happens at my concert,474,2014-07-28T16:45:34.000000,64
video_1105729114431725568,,Tyler Waseleski #whatjusthappened #shareacoke #lickit #thatseriousnesstho #KingBach #CantBelieveHeDiedAtTheEnd #HandsOffTheGooseBoy,127,2014-07-29T02:22:58.000000,66
video_1105729411736543232,,#shmoneydance 😂😂😂 w/ the bro Nileseyy Niles  #leansquadmovement #leansquad #youfunnyb,979,2014-07-29T02:24:09.000000,56
video_1105744359686639616,,it actually makes me sad how some people only know justin because of his mistakes #justinbieber,117,2014-07-29T03:23:33.000000,62
video_1105782383447314432,,#TAORapStory Pt 22,2332,2014-07-29T05:54:38.000000,46
video_1105920604990816256,,He canceled all record of debt. He has taken it away & nailed it to the cross!! Colossians 2:13-15 walk in #freedom while living for #Jesus!,745,2014-07-29T15:03:53.000000,52
video_1106382301555765248,,Sorry vine but I refuse to change up until y'all get rid of these ragged ass offensive viners,107,2014-07-30T21:38:30.000000,38
video_1106404139707133952,,,844,2014-07-30T23:05:16.000000,36
video_1106472773192384512,,@Lyciafaith please tag her 💕,20,2014-07-31T03:38:00.000000,32
video_1106623252002156544,,#Saints RBs,543,2014-07-31T13:35:57.000000,66
video_1106737307656036352,,with you 💕 Lycia Faith,289,2014-07-31T21:09:10.000000,34
video_1106772584131141632,,#givememyfuckingphonebitch,18,2014-07-31T23:29:20.000000,116
video_1106782634031673344,,She makes me happy!😊 Lycia Faith (tag her plz),614,2014-08-01T00:09:16.000000,128
video_1107151450280443904,,"Rap version of wolftyla's famous vine skit ""Jenny Patel"" #rapvine #loop",1715,2014-08-02T00:34:49.000000,94
video_1107167421770379264,,Jajaja malditos raros.,2099,2014-08-02T01:38:17.000000,56
video_1107179072607424512,,Michael describing the fans outside waiting😂😂,938,2014-08-02T02:24:35.000000,38
video_1107535888336232448,,"This isn't magcon related, but last week I devoted my life to God. I decided to make this. You can unfollow, but I wanted to spread his word",2625,2014-08-03T02:02:26.000000,648
video_1107604460659785728,,,568,2014-08-03T06:34:55.000000,116
video_1107617794134110208,,"They in here turnt like hell !!! 😩😂😍 SheLovesMeechie, lunchtrae 🙌",2636,2014-08-03T07:27:54.000000,32
video_1107650590911172608,,There ain't no I in team. You make me complete. #JustinBieber #AllThatMatters #6SecondCover #Singing #videoshop,1000,2014-08-03T09:38:14.000000,90
video_1107672264998305792,,the only way i go to bed.,1606,2014-08-03T11:04:21.000000,96
video_1107714967882563584,,We love you Matt and you never fail to make your fans smile😊 Matthew Espinosa,2896,2014-08-03T13:54:02.000000,304
video_1107799880996368384,,#Broombroom SHUTUP,2113,2014-08-03T19:31:27.000000,302
video_1108179423997366272,,Got Tyasia Mella's ass! LOL😂 [ #SheStealing #hestealingprank #hestealing #MightyDuck #MotherandDaughter Mightyduck #remake ],1164,2014-08-04T20:39:37.000000,72
video_1108234260353077248,,What do yal think,8,2014-08-05T00:17:31.000000,140
video_1108466788171476992,,#fightclub,690,2014-08-05T15:41:30.000000,78
video_1108531547583512576,,Message to my haters,1753,2014-08-05T19:58:50.000000,584
video_1108563930927824896,,#FightClub,7933,2014-08-05T22:07:31.000000,600
video_1108574561156370432,,Snapchat: KennyKirigaVine,1422,2014-08-05T22:49:45.000000,92
video_1108881566114979840,,Crazy punt return #MonsterHits,10285,2014-08-06T19:09:41.000000,452
video_1108883196646739968,,Quick ball sesh #VoiceOver,3019,2014-08-06T19:16:10.000000,186
video_1109239642722844672,,TRYING TO COVER A SONG IS SO HARD FOR ME,4,2014-08-07T18:52:33.000000,34
video_1109647179460808704,,#Stonethecrackhead PULL OUT GAME STRONG #remake of : DEE BREEZY‼️ #PullOutGame #butthatsnoneofmybusiness #comedy #Getoutmecar #broombroom 😳😂,706,2014-08-08T21:51:57.000000,40
video_1109879618258792448,,Niall getting hit with something 8/8/14 #niallhoran #onedirection,4621,2014-08-09T13:15:35.000000,270
video_1109985167533064192,,WHEN U GOT THE PERFECT OUTFIT AND THE STUPID ASS ARRON MESS YO SHIT UP!,977,2014-08-09T20:15:00.000000,36
video_1110178926883393536,,"turn up, turn up🔮 I love these boys so much💕 tag 5sos fans",1030,2014-08-10T09:04:56.000000,36
video_1110277591434170368,,I'm #generous even to my #haters,6,2014-08-10T15:36:59.000000,80
video_1110341511658287104,,"Senseless violence has gone on for too long, the cops are out of control#RIPMIKE #JusticeforMikeBrown #hotep #Vidlab",907,2014-08-10T19:50:59.000000,86
video_1110456407771295744,,Police are moving in.,295,2014-08-11T03:27:32.000000,40
video_1110813546008489984,,me when i play basketball 😂 sorry for not posting in a while.,735,2014-08-12T03:06:41.000000,104
video_1110995018279436288,,thanks for 400 followers,237,2014-08-12T15:07:47.000000,68
video_1111084851513430016,,i make too much lycia edits oml { tag her pls },225,2014-08-12T21:04:45.000000,48
video_1111193671526916096,,me listening to paramore,1113,2014-08-13T04:17:10.000000,152
video_1111433093904007168,,"2850 LAKESHORE BLVD W / PO BOX 80011 / ETOBICOKE, ON, CANADA / M8V 4A1",2867,2014-08-13T20:08:33.000000,272
video_1111467239292444672,,Glamms for lyfe am i rite ladies? Lycia Faith SelfieC Gabby Berry Cancerous Vine,632,2014-08-13T22:24:13.000000,200
video_1111633371961946112,,➡️➡️➡️@WhoIsSizzle ⬅️⬅️⬅️,346,2014-08-14T09:24:23.000000,52
video_1111638345144008704,,"""Cop give a damn about a negro , pull a trigga kill a nigga he's a hero"" Tupac did say it best tho #BlockRanked",106,2014-08-14T09:44:08.000000,46
video_1111742426588270592,,😔,741,2014-08-14T16:37:43.000000,48
video_1111796155240882176,,"What I don't understand is how we can ignore the fact that 90% of black people murdered, are murdered by OTHER black people. #wakeup",355,2014-08-14T20:11:13.000000,142
video_1112117669618155520,,Boredom,1607,2014-08-15T17:28:48.000000,106
video_1112180626523672576,,"SHARK SURFING!! #SharkSurfingWeek #spon
Full Video: http://youtu.be/cf4zu_08jiw",2621,2014-08-15T21:38:58.000000,236
video_1112967397087817728,,was this nigga shooting at the end?! #fights #fight #shots,987,2014-08-18T01:45:19.000000,74
video_1113181724466429952,,the day this happens is the day I die 😭,265,2014-08-18T15:56:59.000000,40
video_1113277185982144512,,ashton irwin makes me want to punch myself in the face,2368,2014-08-18T22:16:18.000000,236
