source,target,creation_time
video_1102479930484260864,media_session_1102479930484260864,2014-07-20T03:11:52.000000
video_1102830270438404096,media_session_1102830270438404096,2014-07-21T02:24:00.000000
video_1102862880988413952,media_session_1102862880988413952,2014-07-21T04:33:35.000000
video_1103020491301625856,media_session_1103020491301625856,2014-07-21T14:59:52.000000
video_1103172170706006016,media_session_1103172170706006016,2014-07-22T01:02:35.000000
video_1103553631904591872,media_session_1103553631904591872,2014-07-23T02:18:22.000000
video_1104115343439302656,media_session_1104115343439302656,2014-07-24T15:30:25.000000
video_1104202583716896768,media_session_1104202583716896768,2014-07-24T21:17:05.000000
video_1104203476390772736,media_session_1104203476390772736,2014-07-24T21:20:37.000000
video_1104240194565337088,media_session_1104240194565337088,2014-07-24T23:46:32.000000
video_1104288379144994816,media_session_1104288379144994816,2014-07-25T02:58:00.000000
video_1104496862079217664,media_session_1104496862079217664,2014-07-25T16:46:26.000000
video_1104586493953241088,media_session_1104586493953241088,2014-07-25T22:42:36.000000
video_1104632605485494272,media_session_1104632605485494272,2014-07-26T01:45:50.000000
video_1105231090496466944,media_session_1105231090496466944,2014-07-27T17:24:00.000000
video_1105234550293950464,media_session_1105234550293950464,2014-07-27T17:37:45.000000
video_1105272517608042496,media_session_1105272517608042496,2014-07-27T20:08:37.000000
video_1105383009349226496,media_session_1105383009349226496,2014-07-28T03:27:40.000000
video_1105583807069085696,media_session_1105583807069085696,2014-07-28T16:45:34.000000
video_1105729114431725568,media_session_1105729114431725568,2014-07-29T02:22:58.000000
video_1105729411736543232,media_session_1105729411736543232,2014-07-29T02:24:09.000000
video_1105744359686639616,media_session_1105744359686639616,2014-07-29T03:23:33.000000
video_1105782383447314432,media_session_1105782383447314432,2014-07-29T05:54:38.000000
video_1105920604990816256,media_session_1105920604990816256,2014-07-29T15:03:53.000000
video_1106382301555765248,media_session_1106382301555765248,2014-07-30T21:38:30.000000
video_1106404139707133952,media_session_1106404139707133952,2014-07-30T23:05:16.000000
video_1106472773192384512,media_session_1106472773192384512,2014-07-31T03:38:00.000000
video_1106623252002156544,media_session_1106623252002156544,2014-07-31T13:35:57.000000
video_1106737307656036352,media_session_1106737307656036352,2014-07-31T21:09:10.000000
video_1106772584131141632,media_session_1106772584131141632,2014-07-31T23:29:20.000000
video_1106782634031673344,media_session_1106782634031673344,2014-08-01T00:09:16.000000
video_1107151450280443904,media_session_1107151450280443904,2014-08-02T00:34:49.000000
video_1107167421770379264,media_session_1107167421770379264,2014-08-02T01:38:17.000000
video_1107179072607424512,media_session_1107179072607424512,2014-08-02T02:24:35.000000
video_1107535888336232448,media_session_1107535888336232448,2014-08-03T02:02:26.000000
video_1107604460659785728,media_session_1107604460659785728,2014-08-03T06:34:55.000000
video_1107617794134110208,media_session_1107617794134110208,2014-08-03T07:27:54.000000
video_1107650590911172608,media_session_1107650590911172608,2014-08-03T09:38:14.000000
video_1107672264998305792,media_session_1107672264998305792,2014-08-03T11:04:21.000000
video_1107714967882563584,media_session_1107714967882563584,2014-08-03T13:54:02.000000
video_1107799880996368384,media_session_1107799880996368384,2014-08-03T19:31:27.000000
video_1108179423997366272,media_session_1108179423997366272,2014-08-04T20:39:37.000000
video_1108234260353077248,media_session_1108234260353077248,2014-08-05T00:17:31.000000
video_1108466788171476992,media_session_1108466788171476992,2014-08-05T15:41:30.000000
video_1108531547583512576,media_session_1108531547583512576,2014-08-05T19:58:50.000000
video_1108563930927824896,media_session_1108563930927824896,2014-08-05T22:07:31.000000
video_1108574561156370432,media_session_1108574561156370432,2014-08-05T22:49:45.000000
video_1108881566114979840,media_session_1108881566114979840,2014-08-06T19:09:41.000000
video_1108883196646739968,media_session_1108883196646739968,2014-08-06T19:16:10.000000
video_1109239642722844672,media_session_1109239642722844672,2014-08-07T18:52:33.000000
video_1109647179460808704,media_session_1109647179460808704,2014-08-08T21:51:57.000000
video_1109879618258792448,media_session_1109879618258792448,2014-08-09T13:15:35.000000
video_1109985167533064192,media_session_1109985167533064192,2014-08-09T20:15:00.000000
video_1110178926883393536,media_session_1110178926883393536,2014-08-10T09:04:56.000000
video_1110277591434170368,media_session_1110277591434170368,2014-08-10T15:36:59.000000
video_1110341511658287104,media_session_1110341511658287104,2014-08-10T19:50:59.000000
video_1110456407771295744,media_session_1110456407771295744,2014-08-11T03:27:32.000000
video_1110813546008489984,media_session_1110813546008489984,2014-08-12T03:06:41.000000
video_1110995018279436288,media_session_1110995018279436288,2014-08-12T15:07:47.000000
video_1111084851513430016,media_session_1111084851513430016,2014-08-12T21:04:45.000000
video_1111193671526916096,media_session_1111193671526916096,2014-08-13T04:17:10.000000
video_1111433093904007168,media_session_1111433093904007168,2014-08-13T20:08:33.000000
video_1111467239292444672,media_session_1111467239292444672,2014-08-13T22:24:13.000000
video_1111633371961946112,media_session_1111633371961946112,2014-08-14T09:24:23.000000
video_1111638345144008704,media_session_1111638345144008704,2014-08-14T09:44:08.000000
video_1111742426588270592,media_session_1111742426588270592,2014-08-14T16:37:43.000000
video_1111796155240882176,media_session_1111796155240882176,2014-08-14T20:11:13.000000
video_1112117669618155520,media_session_1112117669618155520,2014-08-15T17:28:48.000000
video_1112180626523672576,media_session_1112180626523672576,2014-08-15T21:38:58.000000
video_1112967397087817728,media_session_1112967397087817728,2014-08-18T01:45:19.000000
video_1113181724466429952,media_session_1113181724466429952,2014-08-18T15:56:59.000000
video_1113277185982144512,media_session_1113277185982144512,2014-08-18T22:16:18.000000
video_1113305755882504192,media_session_1113305755882504192,2014-08-19T00:09:50.000000
video_1113385871555686400,media_session_1113385871555686400,2014-08-19T05:28:11.000000
video_1113743456934793216,media_session_1113743456934793216,2014-08-20T05:09:06.000000
video_1113931305856520192,media_session_1113931305856520192,2014-08-20T17:35:33.000000
video_1115144120886087680,media_session_1115144120886087680,2014-08-24T01:54:50.000000
video_1115833711724789760,media_session_1115833711724789760,2014-08-25T23:35:02.000000
video_1115991006584987648,media_session_1115991006584987648,2014-08-26T10:00:04.000000
video_1116277382010339328,media_session_1116277382010339328,2014-08-27T04:58:01.000000
video_1116566662003810304,media_session_1116566662003810304,2014-08-28T00:07:31.000000
video_1116746377507311616,media_session_1116746377507311616,2014-08-28T12:01:38.000000
video_1116860854491869184,media_session_1116860854491869184,2014-08-28T19:36:31.000000
video_1116987080183062528,media_session_1116987080183062528,2014-08-29T03:58:06.000000
video_1117113774453805056,media_session_1117113774453805056,2014-08-29T12:21:32.000000
video_1117233634110476288,media_session_1117233634110476288,2014-08-29T20:17:49.000000
video_1117252674820435968,media_session_1117252674820435968,2014-08-29T21:33:29.000000
video_1117352411007246336,media_session_1117352411007246336,2014-08-30T04:09:48.000000
video_1117609109555183616,media_session_1117609109555183616,2014-08-30T21:09:49.000000
video_1117635700914032640,media_session_1117635700914032640,2014-08-30T22:55:29.000000
video_1117944738956627968,media_session_1117944738956627968,2014-08-31T19:23:30.000000
video_1118074285567909888,media_session_1118074285567909888,2014-09-01T03:58:16.000000
video_1118326100557180928,media_session_1118326100557180928,2014-09-01T20:38:53.000000
video_1118342327396659200,media_session_1118342327396659200,2014-09-01T21:43:22.000000
video_1118654490065932288,media_session_1118654490065932288,2014-09-02T18:23:48.000000
video_1118658638433644544,media_session_1118658638433644544,2014-09-02T18:40:17.000000
video_1118818378325385216,media_session_1118818378325385216,2014-09-03T05:15:02.000000
video_1119062733426712576,media_session_1119062733426712576,2014-09-03T21:26:00.000000
video_1119743265634504704,media_session_1119743265634504704,2014-09-05T18:30:12.000000
video_1119903629130801152,media_session_1119903629130801152,2014-09-06T05:07:25.000000
video_1119946419399172096,media_session_1119946419399172096,2014-09-06T07:57:27.000000
video_1120192382017613824,media_session_1120192382017613824,2014-09-07T00:14:50.000000
video_1120196474228412416,media_session_1120196474228412416,2014-09-07T00:31:05.000000
video_1120215944149819392,media_session_1120215944149819392,2014-09-07T01:48:27.000000
video_1120230350132772864,media_session_1120230350132772864,2014-09-07T02:45:42.000000
video_1120955068431372288,media_session_1120955068431372288,2014-09-09T02:45:28.000000
video_1120980150667079680,media_session_1120980150667079680,2014-09-09T04:25:08.000000
video_1121064275889537024,media_session_1121064275889537024,2014-09-09T09:59:25.000000
video_1121066447423053824,media_session_1121066447423053824,2014-09-09T10:08:03.000000
video_1121158480284499968,media_session_1121158480284499968,2014-09-09T16:13:45.000000
video_1121212235147096064,media_session_1121212235147096064,2014-09-09T19:47:21.000000
video_1121226538868731904,media_session_1121226538868731904,2014-09-09T20:44:12.000000
video_1121250455540867072,media_session_1121250455540867072,2014-09-09T22:19:14.000000
video_1121577975859580928,media_session_1121577975859580928,2014-09-10T20:00:41.000000
video_1121606367468515328,media_session_1121606367468515328,2014-09-10T21:53:30.000000
video_1121977124702605312,media_session_1121977124702605312,2014-09-11T22:26:45.000000
video_1122388125185138688,media_session_1122388125185138688,2014-09-13T01:39:56.000000
video_1122565290144968704,media_session_1122565290144968704,2014-09-13T13:23:55.000000
video_1122798217923645440,media_session_1122798217923645440,2014-09-14T04:49:29.000000
video_1122916449963679744,media_session_1122916449963679744,2014-09-14T12:39:18.000000
video_1123037967817043968,media_session_1123037967817043968,2014-09-14T20:42:10.000000
video_1123093323410776064,media_session_1123093323410776064,2014-09-15T00:22:08.000000
video_1123119034326523904,media_session_1123119034326523904,2014-09-15T02:04:18.000000
video_1123308659594723328,media_session_1123308659594723328,2014-09-15T14:37:48.000000
video_1123478650373783552,media_session_1123478650373783552,2014-09-16T01:53:17.000000
video_1123525409330565120,media_session_1123525409330565120,2014-09-16T04:59:05.000000
video_1123670404188282880,media_session_1123670404188282880,2014-09-16T14:35:15.000000
video_1123778945582555136,media_session_1123778945582555136,2014-09-16T21:46:33.000000
video_1123816384208752640,media_session_1123816384208752640,2014-09-17T00:15:19.000000
video_1123819302441644032,media_session_1123819302441644032,2014-09-17T00:26:55.000000
video_1124059566955757568,media_session_1124059566955757568,2014-09-17T16:21:38.000000
video_1124193149447798784,media_session_1124193149447798784,2014-09-18T01:12:27.000000
video_1124478819911585792,media_session_1124478819911585792,2014-09-18T20:07:36.000000
video_1124903865352151040,media_session_1124903865352151040,2014-09-20T00:16:35.000000
video_1125123219658354688,media_session_1125123219658354688,2014-09-20T14:48:13.000000
video_1125144559953797120,media_session_1125144559953797120,2014-09-20T16:13:01.000000
video_1125213533622435840,media_session_1125213533622435840,2014-09-20T20:47:05.000000
video_1125222179148386304,media_session_1125222179148386304,2014-09-20T21:21:27.000000
video_1125371652864389120,media_session_1125371652864389120,2014-09-21T07:15:24.000000
video_1125967329365577728,media_session_1125967329365577728,2014-09-22T22:42:24.000000
video_1126434493599809536,media_session_1126434493599809536,2014-09-24T05:38:45.000000
video_1126666343656443904,media_session_1126666343656443904,2014-09-24T21:00:02.000000
video_1126668932112158720,media_session_1126668932112158720,2014-09-24T21:10:19.000000
video_1126712015210393600,media_session_1126712015210393600,2014-09-25T00:01:31.000000
video_1127053283874267136,media_session_1127053283874267136,2014-09-25T22:37:36.000000
video_1127158979873607680,media_session_1127158979873607680,2014-09-26T05:37:36.000000
video_1127822026334154752,media_session_1127822026334154752,2014-09-28T01:32:18.000000
video_1127876297960669184,media_session_1127876297960669184,2014-09-28T05:07:58.000000
video_1127899310961647616,media_session_1127899310961647616,2014-09-28T06:39:25.000000
video_1128105482884636672,media_session_1128105482884636672,2014-09-28T20:18:40.000000
video_1128137015083618304,media_session_1128137015083618304,2014-09-28T22:23:58.000000
video_1128501265627025408,media_session_1128501265627025408,2014-09-29T22:31:22.000000
video_1128846724262416384,media_session_1128846724262416384,2014-09-30T21:24:06.000000
video_1129971720628121600,media_session_1129971720628121600,2014-10-03T23:54:26.000000
video_1130132083722067968,media_session_1130132083722067968,2014-10-04T10:31:39.000000
video_1130232332545142784,media_session_1130232332545142784,2014-10-04T17:10:00.000000
video_1130289000075177984,media_session_1130289000075177984,2014-10-04T20:55:11.000000
video_1130614482700529664,media_session_1130614482700529664,2014-10-05T18:28:32.000000
video_1130968503164329984,media_session_1130968503164329984,2014-10-06T17:55:17.000000
video_1130982740506849280,media_session_1130982740506849280,2014-10-06T18:51:51.000000
video_1131004326379503616,media_session_1131004326379503616,2014-10-06T20:17:38.000000
video_1131097486707351552,media_session_1131097486707351552,2014-10-07T02:27:49.000000
video_1131106768244871168,media_session_1131106768244871168,2014-10-07T03:04:42.000000
video_1131394594089680896,media_session_1131394594089680896,2014-10-07T22:08:25.000000
video_1131434704818540544,media_session_1131434704818540544,2014-10-08T00:47:48.000000
video_1131786600502677504,media_session_1131786600502677504,2014-10-09T00:06:07.000000
video_1131796294386483200,media_session_1131796294386483200,2014-10-09T00:44:38.000000
video_1131802386772721664,media_session_1131802386772721664,2014-10-09T01:08:50.000000
video_1131877970764574720,media_session_1131877970764574720,2014-10-09T06:09:11.000000
video_1131984583236198400,media_session_1131984583236198400,2014-10-09T13:12:49.000000
video_1132085719264010240,media_session_1132085719264010240,2014-10-09T19:54:42.000000
video_1132177012702806016,media_session_1132177012702806016,2014-10-10T01:57:28.000000
video_1132434737164881920,media_session_1132434737164881920,2014-10-10T19:01:34.000000
video_1132551371829207040,media_session_1132551371829207040,2014-10-11T02:45:02.000000
video_1132791665380470784,media_session_1132791665380470784,2014-10-11T18:39:53.000000
video_1132907236507746304,media_session_1132907236507746304,2014-10-12T02:19:07.000000
video_1133303721170997248,media_session_1133303721170997248,2014-10-13T04:34:36.000000
video_1133597792259268608,media_session_1133597792259268608,2014-10-14T00:03:08.000000
video_1133675111459774464,media_session_1133675111459774464,2014-10-14T05:10:23.000000
video_1133907446788939776,media_session_1133907446788939776,2014-10-14T20:33:36.000000
video_1134017703750103040,media_session_1134017703750103040,2014-10-15T03:51:43.000000
video_1134574208522035200,media_session_1134574208522035200,2014-10-16T16:43:04.000000
video_1134683032226336768,media_session_1134683032226336768,2014-10-16T23:55:30.000000
video_1134692072150949888,media_session_1134692072150949888,2014-10-17T00:31:25.000000
video_1134750388717752320,media_session_1134750388717752320,2014-10-17T04:23:09.000000
video_1134908868867313664,media_session_1134908868867313664,2014-10-17T14:52:53.000000
video_1135396246904094720,media_session_1135396246904094720,2014-10-18T23:09:33.000000
video_1135661876378783744,media_session_1135661876378783744,2014-10-19T16:45:04.000000
video_1136091225905082368,media_session_1136091225905082368,2014-10-20T21:11:09.000000
video_1136438550527709184,media_session_1136438550527709184,2014-10-21T20:11:18.000000
video_1136455692388089856,media_session_1136455692388089856,2014-10-21T21:19:25.000000
video_1136542961623310336,media_session_1136542961623310336,2014-10-22T03:06:11.000000
video_1136923911028723712,media_session_1136923911028723712,2014-10-23T04:19:57.000000
video_1137168303912091648,media_session_1137168303912091648,2014-10-23T20:31:05.000000
video_1137491857195315200,media_session_1137491857195315200,2014-10-24T17:56:46.000000
video_1137537063202222080,media_session_1137537063202222080,2014-10-24T20:56:24.000000
video_1137584551972270080,media_session_1137584551972270080,2014-10-25T00:05:06.000000
video_1137629756226174976,media_session_1137629756226174976,2014-10-25T03:04:44.000000
video_1137818305697390592,media_session_1137818305697390592,2014-10-25T15:33:57.000000
video_1137818665115414528,media_session_1137818665115414528,2014-10-25T15:35:23.000000
video_1138169176205225985,media_session_1138169176205225985,2014-10-26T14:48:11.000000
video_1138227974857265152,media_session_1138227974857265152,2014-10-26T18:41:50.000000
video_1139049958595825664,media_session_1139049958595825664,2014-10-29T01:08:06.000000
video_1139057707211706368,media_session_1139057707211706368,2014-10-29T01:38:54.000000
video_1139231068516737024,media_session_1139231068516737024,2014-10-29T13:07:46.000000
video_1139338109591482368,media_session_1139338109591482368,2014-10-29T20:13:07.000000
video_1139371426856730624,media_session_1139371426856730624,2014-10-29T22:25:30.000000
video_1139484244960555008,media_session_1139484244960555008,2014-10-30T05:53:48.000000
video_1139571355960934400,media_session_1139571355960934400,2014-10-30T11:39:57.000000
video_1139998679755812864,media_session_1139998679755812864,2014-10-31T15:57:59.000000
video_1140064326645075968,media_session_1140064326645075968,2014-10-31T20:18:50.000000
video_1140092730949672960,media_session_1140092730949672960,2014-10-31T22:11:42.000000
video_1140761601281069056,media_session_1140761601281069056,2014-11-02T18:29:34.000000
video_1140906491818233856,media_session_1140906491818233856,2014-11-03T04:05:18.000000
video_1140936616479985664,media_session_1140936616479985664,2014-11-03T06:05:00.000000
video_1140939557404024832,media_session_1140939557404024832,2014-11-03T06:16:42.000000
video_1141143060303282176,media_session_1141143060303282176,2014-11-03T19:45:20.000000
video_1141578684688445440,media_session_1141578684688445440,2014-11-05T00:36:21.000000
video_1141606450175594496,media_session_1141606450175594496,2014-11-05T02:26:41.000000
video_1141891042325520384,media_session_1141891042325520384,2014-11-05T21:17:33.000000
video_1142134642015895552,media_session_1142134642015895552,2014-11-06T13:25:32.000000
video_1142252770586521600,media_session_1142252770586521600,2014-11-06T21:14:56.000000
video_1142295750332801024,media_session_1142295750332801024,2014-11-07T00:05:43.000000
video_1142331209431846912,media_session_1142331209431846912,2014-11-07T02:26:37.000000
video_1142441980983689216,media_session_1142441980983689216,2014-11-07T09:46:47.000000
video_1143223431605952512,media_session_1143223431605952512,2014-11-09T13:32:00.000000
video_1143287259584675840,media_session_1143287259584675840,2014-11-09T17:45:37.000000
video_1143289117963067392,media_session_1143289117963067392,2014-11-09T17:53:01.000000
video_1143343164300689408,media_session_1143343164300689408,2014-11-09T21:27:46.000000
video_1144054832739561472,media_session_1144054832739561472,2014-11-11T20:35:41.000000
video_1144089309163761664,media_session_1144089309163761664,2014-11-11T22:52:41.000000
video_1144094099423514624,media_session_1144094099423514624,2014-11-11T23:11:43.000000
video_1144141477287514112,media_session_1144141477287514112,2014-11-12T02:19:59.000000
video_1144331807962107904,media_session_1144331807962107904,2014-11-12T14:56:17.000000
video_1144357237079343104,media_session_1144357237079343104,2014-11-12T16:37:20.000000
video_1144852046810681344,media_session_1144852046810681344,2014-11-14T01:23:32.000000
video_1145093858573631488,media_session_1145093858573631488,2014-11-14T17:24:24.000000
video_1145133476874444800,media_session_1145133476874444800,2014-11-14T20:01:50.000000
video_1145255386925215744,media_session_1145255386925215744,2014-11-15T04:06:16.000000
video_1145462513799180288,media_session_1145462513799180288,2014-11-15T17:49:18.000000
video_1145541936233512960,media_session_1145541936233512960,2014-11-15T23:04:54.000000
video_1145644420725678080,media_session_1145644420725678080,2014-11-16T05:52:08.000000
video_1145850829799116800,media_session_1145850829799116800,2014-11-16T19:32:20.000000
video_1145901976232550400,media_session_1145901976232550400,2014-11-16T22:55:34.000000
video_1145975873728655360,media_session_1145975873728655360,2014-11-17T03:49:13.000000
video_1145994207522361344,media_session_1145994207522361344,2014-11-17T05:02:04.000000
video_1146249209444712448,media_session_1146249209444712448,2014-11-17T21:55:21.000000
video_1146255566205804544,media_session_1146255566205804544,2014-11-17T22:20:37.000000
video_1146305661932544000,media_session_1146305661932544000,2014-11-18T01:39:41.000000
video_1146660619244724224,media_session_1146660619244724224,2014-11-19T01:10:09.000000
video_1146660624768872448,media_session_1146660624768872448,2014-11-19T01:10:10.000000
video_1146682191703834624,media_session_1146682191703834624,2014-11-19T02:35:52.000000
video_1146773813787328512,media_session_1146773813787328512,2014-11-19T08:39:57.000000
video_1146944515064893440,media_session_1146944515064893440,2014-11-19T19:58:15.000000
video_1146973250014863360,media_session_1146973250014863360,2014-11-19T21:52:26.000000
video_1147038872589438976,media_session_1147038872589438976,2014-11-20T02:13:12.000000
video_1147079459804004352,media_session_1147079459804004352,2014-11-20T04:54:28.000000
video_1147087383884611584,media_session_1147087383884611584,2014-11-20T05:25:58.000000
video_1147214053744226304,media_session_1147214053744226304,2014-11-20T13:49:18.000000
video_1147331269718618112,media_session_1147331269718618112,2014-11-20T21:35:05.000000
video_1147338356309544960,media_session_1147338356309544960,2014-11-20T22:03:14.000000
video_1147397945940172800,media_session_1147397945940172800,2014-11-21T02:00:01.000000
video_1147707543662247936,media_session_1147707543662247936,2014-11-21T22:30:15.000000
video_1147790913473802240,media_session_1147790913473802240,2014-11-22T04:01:32.000000
video_1148850447302692864,media_session_1148850447302692864,2014-11-25T02:11:45.000000
video_1148862471034011648,media_session_1148862471034011648,2014-11-25T02:59:31.000000
video_1148864800336834560,media_session_1148864800336834560,2014-11-25T03:08:47.000000
video_1148870331159699456,media_session_1148870331159699456,2014-11-25T03:30:45.000000
video_1148886527963955200,media_session_1148886527963955200,2014-11-25T04:35:07.000000
video_1148898679500255232,media_session_1148898679500255232,2014-11-25T05:23:24.000000
video_1148914872248410112,media_session_1148914872248410112,2014-11-25T06:27:45.000000
video_1149037756371320832,media_session_1149037756371320832,2014-11-25T14:36:03.000000
video_1149040324006629376,media_session_1149040324006629376,2014-11-25T14:46:15.000000
video_1149078962279211008,media_session_1149078962279211008,2014-11-25T17:19:47.000000
video_1149097542819139584,media_session_1149097542819139584,2014-11-25T18:33:37.000000
video_1149108835580022784,media_session_1149108835580022784,2014-11-25T19:18:29.000000
video_1149113030794485760,media_session_1149113030794485760,2014-11-25T19:35:10.000000
video_1149143832555147264,media_session_1149143832555147264,2014-11-25T21:37:33.000000
video_1149150181552459776,media_session_1149150181552459776,2014-11-25T22:02:47.000000
video_1149178946789986304,media_session_1149178946789986304,2014-11-25T23:57:05.000000
video_1149189214303641600,media_session_1149189214303641600,2014-11-26T00:37:53.000000
video_1149544187516035072,media_session_1149544187516035072,2014-11-27T00:08:25.000000
video_1149761218580512768,media_session_1149761218580512768,2014-11-27T14:30:50.000000
video_1149815277853339648,media_session_1149815277853339648,2014-11-27T18:05:38.000000
video_1150153898221604864,media_session_1150153898221604864,2014-11-28T16:31:12.000000
video_1150175436693749760,media_session_1150175436693749760,2014-11-28T17:56:47.000000
video_1150217176888815616,media_session_1150217176888815616,2014-11-28T20:42:38.000000
video_1150286134589440000,media_session_1150286134589440000,2014-11-29T01:16:39.000000
video_1150320501583921152,media_session_1150320501583921152,2014-11-29T03:33:13.000000
video_1150544685866143744,media_session_1150544685866143744,2014-11-29T18:24:03.000000
video_1150549817399898112,media_session_1150549817399898112,2014-11-29T18:44:26.000000
video_1150571393902436352,media_session_1150571393902436352,2014-11-29T20:10:10.000000
video_1150732310153666560,media_session_1150732310153666560,2014-11-30T06:49:36.000000
video_1150974608728883200,media_session_1150974608728883200,2014-11-30T22:52:24.000000
video_1151041668502671360,media_session_1151041668502671360,2014-12-01T03:18:53.000000
video_1151131828892114944,media_session_1151131828892114944,2014-12-01T09:17:09.000000
video_1151348347664293888,media_session_1151348347664293888,2014-12-01T23:37:31.000000
video_1151375296252272640,media_session_1151375296252272640,2014-12-02T01:24:36.000000
video_1151417953988849664,media_session_1151417953988849664,2014-12-02T04:14:06.000000
video_1151438803857186816,media_session_1151438803857186816,2014-12-02T05:36:57.000000
video_1151751082146471936,media_session_1151751082146471936,2014-12-03T02:17:50.000000
video_1152013993666629632,media_session_1152013993666629632,2014-12-03T19:42:33.000000
video_1152035731439788032,media_session_1152035731439788032,2014-12-03T21:08:56.000000
video_1152048842963853312,media_session_1152048842963853312,2014-12-03T22:01:02.000000
video_1152109702961065984,media_session_1152109702961065984,2014-12-04T02:02:52.000000
video_1152325866454708224,media_session_1152325866454708224,2014-12-04T16:21:49.000000
video_1152375978807496704,media_session_1152375978807496704,2014-12-04T19:40:57.000000
video_1152440031538262016,media_session_1152440031538262016,2014-12-04T23:55:28.000000
video_1152467943851012096,media_session_1152467943851012096,2014-12-05T01:46:23.000000
video_1152774856690098176,media_session_1152774856690098176,2014-12-05T22:05:57.000000
video_1152796309452173312,media_session_1152796309452173312,2014-12-05T23:31:12.000000
video_1152805998260617216,media_session_1152805998260617216,2014-12-06T00:09:42.000000
video_1152816866960560128,media_session_1152816866960560128,2014-12-06T00:52:53.000000
video_1153087665659604992,media_session_1153087665659604992,2014-12-06T18:48:56.000000
video_1153121937149644800,media_session_1153121937149644800,2014-12-06T21:05:07.000000
video_1153579232531042304,media_session_1153579232531042304,2014-12-08T03:22:15.000000
video_1153805453625622528,media_session_1153805453625622528,2014-12-08T18:21:10.000000
video_1153839686054285312,media_session_1153839686054285312,2014-12-08T20:37:12.000000
video_1153877774747004928,media_session_1153877774747004928,2014-12-08T23:08:33.000000
video_1153964867745886208,media_session_1153964867745886208,2014-12-09T04:54:38.000000
video_1154187672588529664,media_session_1154187672588529664,2014-12-09T19:39:58.000000
video_1154245906804473856,media_session_1154245906804473856,2014-12-09T23:31:23.000000
video_1154295514678829056,media_session_1154295514678829056,2014-12-10T02:48:30.000000
video_1154395340687204352,media_session_1154395340687204352,2014-12-10T09:25:10.000000
video_1154563101698543616,media_session_1154563101698543616,2014-12-10T20:31:48.000000
video_1154631183800373248,media_session_1154631183800373248,2014-12-11T01:02:20.000000
video_1154637880610746368,media_session_1154637880610746368,2014-12-11T01:28:56.000000
video_1154691382318178304,media_session_1154691382318178304,2014-12-11T05:01:32.000000
video_1155021840100564992,media_session_1155021840100564992,2014-12-12T02:54:39.000000
video_1155088061789569024,media_session_1155088061789569024,2014-12-12T07:17:48.000000
video_1155434003936194560,media_session_1155434003936194560,2014-12-13T06:12:27.000000
video_1155900416773836800,media_session_1155900416773836800,2014-12-14T13:05:48.000000
video_1155963415588950016,media_session_1155963415588950016,2014-12-14T17:16:09.000000
video_1155999615620157440,media_session_1155999615620157440,2014-12-14T19:39:59.000000
video_1156289459633999872,media_session_1156289459633999872,2014-12-15T14:51:43.000000
video_1156414078580133888,media_session_1156414078580133888,2014-12-15T23:06:55.000000
video_1156453163369406464,media_session_1156453163369406464,2014-12-16T01:42:14.000000
video_1156459766562889728,media_session_1156459766562889728,2014-12-16T02:08:28.000000
video_1156467652974342144,media_session_1156467652974342144,2014-12-16T02:39:48.000000
video_1156637482440609792,media_session_1156637482440609792,2014-12-16T13:54:39.000000
video_1156758594600284160,media_session_1156758594600284160,2014-12-16T21:55:54.000000
video_1157172778362175488,media_session_1157172778362175488,2014-12-18T01:21:43.000000
video_1157191751178588160,media_session_1157191751178588160,2014-12-18T02:37:07.000000
video_1157453574419460096,media_session_1157453574419460096,2014-12-18T19:57:30.000000
video_1157541403673403392,media_session_1157541403673403392,2014-12-19T01:46:30.000000
video_1157551263320367104,media_session_1157551263320367104,2014-12-19T02:25:41.000000
video_1157568108295270400,media_session_1157568108295270400,2014-12-19T03:32:37.000000
video_1157785148612382720,media_session_1157785148612382720,2014-12-19T17:55:04.000000
video_1157810188783390720,media_session_1157810188783390720,2014-12-19T19:34:34.000000
video_1157842244938698752,media_session_1157842244938698752,2014-12-19T21:41:56.000000
video_1157935387629731840,media_session_1157935387629731840,2014-12-20T03:52:03.000000
video_1158208932159123456,media_session_1158208932159123456,2014-12-20T21:59:01.000000
video_1158950726895394816,media_session_1158950726895394816,2014-12-22T23:06:39.000000
video_1158959873166389248,media_session_1158959873166389248,2014-12-22T23:43:00.000000
video_1158987090408112128,media_session_1158987090408112128,2014-12-23T01:31:09.000000
video_1159001002570125312,media_session_1159001002570125312,2014-12-23T02:26:26.000000
video_1159212859239321600,media_session_1159212859239321600,2014-12-23T16:28:16.000000
video_1159223757680914432,media_session_1159223757680914432,2014-12-23T17:11:35.000000
video_1159300006243655680,media_session_1159300006243655680,2014-12-23T22:14:34.000000
video_1159325623031095296,media_session_1159325623031095296,2014-12-23T23:56:21.000000
video_1159386710598402048,media_session_1159386710598402048,2014-12-24T03:59:06.000000
video_1159462478544101376,media_session_1159462478544101376,2014-12-24T09:00:10.000000
video_1159515118229397504,media_session_1159515118229397504,2014-12-24T12:29:20.000000
video_1159559695544299520,media_session_1159559695544299520,2014-12-24T15:26:28.000000
video_1159585512882143232,media_session_1159585512882143232,2014-12-24T17:09:04.000000
video_1160347476902006784,media_session_1160347476902006784,2014-12-26T19:36:50.000000
video_1160414289270632448,media_session_1160414289270632448,2014-12-27T00:02:20.000000
video_1160685224867364864,media_session_1160685224867364864,2014-12-27T17:58:56.000000
