source,target,content,timestamp,comment_id
user_Victoria_and_Lydia,video_1153805453625622528,Please massage me on here a screen shot of me calling you a retard,2014-12-11T22:30:32.000000,1153805453625622528_1154955371598008320
user_Boss Chick,video_1089386242933927936,Lol,2014-07-08T03:20:11.000000,1089386242933927936_1098133368966696960
user_Jahniya M,video_1057758328068952064,😂😂,2014-03-29T14:01:59.000000,1057758328068952064_1061693708736618496
user_Jahniya M,video_1095446517768163328,Everybody delete the app if your going to argue :),2014-07-01T03:46:46.000000,1095446517768163328_1095603345286393856
user_Jahniya M,video_1137537063202222080,😂😂😂😂😂😂 omg,2014-10-25T04:02:47.000000,1137537063202222080_1137644368451309568
user_Carlos Torres,video_1118342327396659200,okay faggot lol just let yo momma come over once more so i can fuck her and kill that bitch XD No name,2014-09-11T22:38:48.000000,1118342327396659200_1121980156286771200
user_princess chelsea,video_1107535888336232448,Melanie22_E same it makes me want to cry as well,2014-08-06T19:16:55.000000,1107535888336232448_1108883385306198016
user_Cameron Surette,video_1058567897011920896,He throws duck balls,2014-03-25T03:03:22.000000,1058567897011920896_1060078410758082560
user_pjr,video_1082666054314094592,Megan Jenkins adorable,2014-05-26T18:10:20.000000,1082666054314094592_1082774705892700160
user_pjr,video_1160414289270632448,ELISE,2015-01-05T16:13:01.000000,1160414289270632448_1163920061031919616
user_the_beast_squad,video_1066207153549086720,I know that is what i meant Preston,2014-07-28T15:29:34.000000,1066207153549086720_1105564681005133824
user_Loreine Velazquez,video_1096973775121068032,Verdad q siiii Adriana Fuentes,2014-07-10T15:12:40.000000,1096973775121068032_1099037445388939264
user_FreezeBreeze,video_1151417953988849664,"Maggie Kemp it was a good choice, also ur hubby is looking good too",2015-01-15T05:57:33.000000,1151417953988849664_1167389055999496192
user_Taylor Hanson,video_1107535888336232448,May God bless you 😊,2015-02-24T22:06:49.000000,1107535888336232448_1182128492130062336
user_Jacob Treisch,video_1097680912839221248,I'm gay??? Do I have a stalker?? Please explain?!? Joeymcd and yes your profile picture shows a double chin Swagfag,2014-07-12T13:11:54.000000,1097680912839221248_1099731829713723392
user_basically calum,video_1161504489703194624,I download this Vine to my iPod with Vine80x👍❤️❤️❤️,2015-01-01T04:15:17.000000,1161504489703194624_1162289887123570688
user_Jerry {1.3k},video_1161274434586574848,I have a jiggily puff I'm better than all of you,2014-12-29T16:31:27.000000,1161274434586574848_1161387987914080256
user_Jerry {1.3k},video_1175909985952190464,My pose is just so....FABULOUS,2015-02-08T00:21:14.000000,1175909985952190464_1176001725765705728
user_LavaHavel,video_1180688980115861504,Paul Peters to the surface.,2015-03-11T15:46:28.000000,1180688980115861504_1187468590526906368
user_Nyny_$quad!! ★♥,video_1052407693459476480,Lol haha :D that was the point Kevin McGuire,2014-06-10T06:26:29.000000,1052407693459476480_1088033394400866304
user_Corey Aaron,video_951655802345795584,👌Check out my funny ass vines,2013-05-29T22:52:37.000000,951655802345795584_951661335970734080
user_slurms mackenzie,video_1075911890053615616,syd  to turnt oooo wow got me there you unoriginal ass munch,2014-05-26T02:54:44.000000,1075911890053615616_1082544284265332736
user_Sarah Danh,video_1174178818253320192,Fuck boy?? 😂😂😂 Oson,2015-02-03T05:14:20.000000,1174178818253320192_1174263548466089984
user_Liam Buzzeo,video_1037557671953342464,Oh lol didn't know it was in the title,2014-01-24T22:00:30.000000,1037557671953342464_1038621307384004608
user_Camp.B⛳️Stephon.P,video_1156414078580133888,But I was still staring at them titties tho 😝,2014-12-16T04:36:56.000000,1156414078580133888_1156497128278175744
user_Camp.B⛳️Stephon.P,video_1161979387932291072,Ima use this lol,2015-01-21T18:59:59.000000,1161979387932291072_1169760286421536768
user_Matthew Espinosaa,video_1107535888336232448,😊me too Haylee,2014-08-07T19:43:15.000000,1107535888336232448_1109252400088330240
user_Makenzie Mayse,video_1154563101698543616,Francesca Straight,2014-12-13T00:29:09.000000,1154563101698543616_1155347611361136640
user_livvi56,video_1148862471034011648,DaniPriester,2014-12-08T22:06:35.000000,1148862471034011648_1153862179536232448
user_QueenDaJanae,video_1151751082146471936,Worst thing is... They don't tell you til like the end of the episode.,2014-12-03T04:03:10.000000,1151751082146471936_1151777591678623744
user_Mariah_ Love,video_1146249209444712448,Cuz its just a joke,2014-11-17T23:22:16.000000,1146249209444712448_1146271083423789056
user_Whats It Toya,video_1087666570542600192,Chantal Andrea he wants you to respond,2014-06-09T18:00:59.000000,1087666570542600192_1087845782432133120
user_Lauren Marques,video_1150320501583921152,Riley Lima FUCJ YES,2014-11-29T04:51:37.000000,1150320501583921152_1150340233314091008
user_Lauren Marques,video_1164828038630879232,Riley Lima,2015-01-09T06:01:34.000000,1164828038630879232_1165215739058487296
user_Chris Cruz,video_1152048842963853312,Why do u think it took 100 days? Because they had to make up a story on how murder isn't murder watch Wilson's interview,2014-12-04T23:08:07.000000,1152048842963853312_1152428113490329600
user_Chris Cruz,video_1177099043068051456,It would be nice if it actually worked.,2015-02-11T01:36:16.000000,1177099043068051456_1177107771397726208
user_jessmyre,video_1165506062229676032,Pascalelg 😂😂😂😂😂,2015-01-10T16:19:46.000000,1165506062229676032_1165733700726640640
user_jessmyre,video_1178457386067935232,Pascalelg 😭😭😭😭,2015-03-03T01:58:29.000000,1178457386067935232_1184361122015633408
user_Tommy Goodermote,video_957785592803020800,Fuck u Drew Rankin creep,2013-10-11T19:10:18.000000,957785592803020800_1000527751457193984
user_King Tut,video_1163260773993480192,She decided to enter a vehicle with a drunk driver. She deserves what happened. Well deserved 👏👏,2015-01-16T14:25:02.000000,1163260773993480192_1167879153849397248
user_crewneckhoran,video_1163434661226446848,✖️Lexi payne✖️ believe what you believe as long as you're not bitchy or homophobic about it have a good day,2015-01-04T20:37:03.000000,1163434661226446848_1163624120194605056
user_ICE-ICK,video_1059574871014674432,I'm eating my cat right now,2014-03-24T06:15:16.000000,1059574871014674432_1059764317387706368
user_Fnaf 3,video_1118658638433644544,He really got shot,2014-09-15T00:38:11.000000,1118658638433644544_1123097361804042240
user_Fnaf 3,video_1145462513799180288,The lies,2014-11-15T23:04:33.000000,1145462513799180288_1145541847499120640
user_Isaac Yaffe,video_1081770339480018944,His back and butt looks like a cock Bruh,2014-05-23T23:44:58.000000,1081770339480018944_1081771753971277824
user_Isaac Yaffe,video_1025200529762304000,your a fucking dumb ass kid Trevon Henry,2014-02-01T21:48:21.000000,1025200529762304000_1041517353483288576
user_Carson Leonard,video_987238296176463872,Nice heavy assAnthony Vespi,2014-02-22T14:24:11.000000,987238296176463872_1049015719461109760
user_Vælentîne,video_1090702573801021440,"Just Another Depressed Teenager  account, I forgot the password to the other one please tell all my followers",2014-06-19T00:50:16.000000,1090702573801021440_1091210272493998080
user_dajixx,video_1132907236507746304,keyanna ALREADY ON IT WE SAW HIM LAST YEAR WE WILL AGAIN,2014-12-26T06:41:06.000000,1132907236507746304_1160152255249453056
user_LaShea,video_1107799880996368384,😂😂,2014-08-04T07:53:27.000000,1107799880996368384_1107986610945163264
user_LaShea,video_1180639864811597824,😂😂😂,2015-02-21T01:07:41.000000,1180639864811597824_1180724458030301184
user_Alyssa ,video_1027437650183081984,that shuts your dogs organs down,2014-01-10T04:31:25.000000,1027437650183081984_1033283868821991424
user_Alyssa ,video_1127822026334154752,Christi S,2014-10-05T05:06:32.000000,1127822026334154752_1130412653534461952
user_Alyssa ,video_1150320501583921152,OMG this is great Bailey,2014-11-29T06:58:50.000000,1150320501583921152_1150372247345762304
user_anastasia,video_1026805374071754752,Jada Yvette Wilson,2013-12-23T17:43:25.000000,1026805374071754752_1026960200852262912
user_anastasia,video_1124193149447798784,Babak Toolabi us hahahah,2015-02-04T06:38:59.000000,1124193149447798784_1174647236966465536
user_Chel_Pen,video_1167324347300724736,"Kirko Bangz, @ him",2015-02-04T04:30:06.000000,1167324347300724736_1174614801792569344
user_Emily Brougher,video_1001397703332573184,"Well that, but he fucking writes the name of the song in EVERY caption. Use your eyes. Jesus...",2014-02-02T21:57:31.000000,1001397703332573184_1041882049893879808
user_Gilbert Maximus Panela,video_1154245906804473856,follow me,2014-12-11T06:05:54.000000,1154245906804473856_1154707579193167872
user_jakethedog125,video_1090088382400745472,"salmasalehx not really😂 and yes you are, you're just purposely commenting something rude so people with argue with you",2014-06-25T14:31:02.000000,1090088382400745472_1093591152101421056
user_Jr Merino,video_1050979346070077440,How u download vines,2014-06-28T04:02:21.000000,1050979346070077440_1094520101916839936
user_-Ayat almahoozi,video_995815198730706944,NoorAlshoala,2014-11-04T19:17:39.000000,995815198730706944_1141498480461033472
user_Gianmarco,video_1144054832739561472,OhKing Luis,2015-02-16T04:56:33.000000,1144054832739561472_1178970114918617088
user_That One Girl,video_1008090316898803712,Bully,2013-11-03T23:50:03.000000,1008090316898803712_1008933073590898688
user_That One Girl,video_1146944515064893440,Maker logo,2014-11-20T16:39:07.000000,1146944515064893440_1147256788031356928
user_#Ryanda Guerrero,video_1159585512882143232,Don't be sad because you are not them,2014-12-24T18:04:53.000000,1159585512882143232_1159599560260485120
user_#Ryanda Guerrero,video_1161576632339873792,Look at the guy trying to give him a high five he is heck a chasing him,2014-12-30T08:30:51.000000,1161576632339873792_1161629426015191040
"user_mari,,!",video_1089363733589180416,Ella edits ™,2014-06-19T19:16:38.000000,1089363733589180416_1091488698446598144
"user_mari,,!",video_1170556890108088320,Savannahgrace WIW,2015-01-29T01:04:53.000000,1170556890108088320_1172388831945965568
user_JFolb,video_1035095956305125376,Word will do man chief waKiL,2014-02-07T03:48:42.000000,1035095956305125376_1043419978298470400
user_Brad,video_1042152100458799104,"They call him Zach Hawkins Michael Pound, Ben Lehman",2014-03-27T16:44:04.000000,1042152100458799104_1061009724448935936
user_Brad,video_1118658638433644544,Fo real,2014-09-15T00:16:48.000000,1118658638433644544_1123091982542426112
user_Brad,video_1150549817399898112,Song,2014-12-10T19:58:22.000000,1150549817399898112_1154554688700932096
user_Kylie Kimberlin,video_1178927326902595584,"Jasmine Lary HAHAH they're like ""can't believe he didn't put us on that fucking mix tape""",2015-02-17T17:42:01.000000,1178927326902595584_1179525136710606848
user_Angel Delacruz(Gamer Otaku),video_1146249209444712448,So it is just a joke,2014-11-19T02:49:37.000000,1146249209444712448_1146685650238861312
user_Angel Delacruz(Gamer Otaku),video_1161274434586574848,XD,2014-12-31T18:08:26.000000,1161274434586574848_1162137170652418048
user_Angel Delacruz(Gamer Otaku),video_1161367022081286144,What the heck just stop purple guy just stop XD,2014-12-29T15:40:23.000000,1161367022081286144_1161375133131595776
user_Angel Delacruz(Gamer Otaku),video_1161761878444322816,Omg XD XD XD XD XD I can stop laughing YOU DOOMED US YOU'VE CURSED YOU'VE CURSED ME,2014-12-30T17:36:11.000000,1161761878444322816_1161766666284478464
user_Jai Malhi,video_1059574871014674432,You can tell u don't wipe ur ass,2014-03-24T11:48:28.000000,1059574871014674432_1059848167761604608
user_Jai Malhi,video_1062159878522589184,Omg lol,2014-03-31T01:35:34.000000,1062159878522589184_1062230641850081280
user_Jai Malhi,video_1098157924557172736,Bitch,2014-09-06T22:12:17.000000,1098157924557172736_1120161542147633152
user_SavaSorani,video_1093485395146063872,"John Lang käften jävla tjockis, fat fat fat boy",2014-07-13T10:14:43.000000,1093485395146063872_1100049630311677952
user_Brendan Daly,video_1149544187516035072,Lol Slam Dunks this 10 year old got 3000 loops and 60 followers,2014-12-23T17:22:33.000000,1149544187516035072_1159226518145507328
user_Josh Roberts,video_1108563930927824896,Fake,2014-08-23T03:26:53.000000,1108563930927824896_1114804897641050112
user_Josh Roberts,video_1131786600502677504,That's awesome,2014-10-10T00:19:24.000000,1131786600502677504_1132152330674999296
user_Lycia's Faith,video_1100586565102940160,Lycia Faith,2014-08-04T18:43:56.000000,1100586565102940160_1108150309588738048
user_chris clark,video_986467756578951168,Sorry about not spelling that all out in 1 thing it wouldn't fit R.I.P,2014-04-16T03:26:51.000000,986467756578951168_1068056855357825024
user_Drunk Baby,video_1035362829223784448,"savethecupcakes, OG Zae",2014-01-22T02:39:24.000000,1035362829223784448_1037604331949588480
user_C o n t r a r y • M a r y,video_1090088382400745472,Indeed!!,2014-06-16T05:29:41.000000,1090088382400745472_1090193425845850112
user_Kadircan Güzel,video_1142441980983689216,Takipe takip,2014-11-11T19:52:44.000000,1142441980983689216_1144044023015735296
user_Kadircan Güzel,video_1144331807962107904,Takipe takip,2014-11-14T15:51:34.000000,1144331807962107904_1145070493939257344
user_Adam Metalwala,video_1033993129051017216,Ali Metalwala,2014-01-14T02:14:24.000000,1033993129051017216_1034698936822239232
user_Best Basketball Vines,video_1058237395197440000,SportsHub™,2014-03-22T20:13:59.000000,1058237395197440000_1059250608575537152
user_SappLineWolf,video_1181463329286619136,Ya well furries donated thousands of dollars to charity last year and this year. What did you do? Devin27.S,2015-03-03T18:18:40.000000,1181463329286619136_1184607790359048192
user_Sterling,video_1054888765589991424,Total hot girl next to Anna,2014-04-26T12:46:46.000000,1054888765589991424_1071821641761390592
user_Sterling,video_1090914499969650688,That means hell yeah,2014-07-01T13:38:07.000000,1090914499969650688_1095752161331216384
user_Sterling,video_1107535888336232448,Proud of you,2014-08-29T05:18:20.000000,1107535888336232448_1117007271986335744
user_Sterling,video_1118654490065932288,Leonardo D Castaneda  they ain't ready put em in a coffin .,2015-03-02T23:57:02.000000,1118654490065932288_1184330556080009216
user_☹sarah aye☻,video_1164828038630879232,eedits daMN SON,2015-01-15T03:36:00.000000,1164828038630879232_1167353432693211136
user_Lowelius,video_1096952104704180224,"Also if it's ""Request Follow"" that were advertised, DON'T FOLLOW",2014-08-25T07:06:14.000000,1096952104704180224_1115584873378320384
user_Sharon Karlik,video_1149143832555147264,Julia Fernandes,2014-12-14T22:32:19.000000,1149143832555147264_1156042982579961856
user_Sharon Karlik,video_1155900416773836800,"Julia Fernandes, Beatriz Queiroga",2014-12-14T17:09:51.000000,1155900416773836800_1155961832951914496
user_Kayla Marie,video_1006719408925827072,Kayla Davis,2013-11-06T03:29:09.000000,1006719408925827072_1009712986690097152
user_Kayla Marie,video_1159585512882143232,I like Cameron besides the rest tho,2014-12-28T05:50:38.000000,1159585512882143232_1160864331106242560
user_Gio,video_1040547079480930304,You like a ghost rn,2014-02-02T09:28:30.000000,1040547079480930304_1041693550879895552
user_Gio,video_1144054832739561472,😞😩😢😭😭😭😭,2014-11-12T00:29:52.000000,1144054832739561472_1144113765873565696
user_chief waKiL,video_1035095956305125376,"iiindigoAnthem, @threalwakil",2014-02-06T23:56:15.000000,1035095956305125376_1043361481078525952
user_madi,video_1052156302291767296,"Ethan banks yup, and I saying yup to the song btw",2014-03-04T01:45:03.000000,1052156302291767296_1052448558332137472
user_madi,video_1150320501583921152,lyss™ kill me noow,2014-11-29T05:31:34.000000,1150320501583921152_1150350284678221824
user_madi,video_1170173033755934720,Lol😂😂😂😂😭😂😭😂😭😭😭😭😭😭😂😭😂,2015-01-22T22:35:21.000000,1170173033755934720_1170176873637240832
user_Olivia Hoffman,video_1067325353481154560,"Nash Grier, Nash Grier 2",2014-04-14T03:19:14.000000,1067325353481154560_1067330161999024128
user_Olivia Hoffman,video_1133907446788939776,Cameron Crozier not u,2014-10-15T03:34:05.000000,1133907446788939776_1134013266520125440
user_hemmingslegz,video_1145901976232550400,Awh Michael¨̮ ◡̈,2014-11-18T02:54:31.000000,1145901976232550400_1146324495276118016
user_hemmingslegz,video_1161504489703194624,I love you and your account so much it crazy!!!!! 😘,2014-12-30T01:10:46.000000,1161504489703194624_1161518675292049408
user_Thomas Gehrke,video_1052407693459476480,Elizabeth Martin,2014-03-14T22:23:46.000000,1052407693459476480_1056384166973030400
user_Thomas Gehrke,video_1151751082146471936,"Bronte Anne, Connor Gehrke",2014-12-03T03:50:24.000000,1151751082146471936_1151774378217164800
user_Bella Andrews,video_1175237914666627072,Lol wrong person Ari Cruz,2015-02-10T04:03:44.000000,1175237914666627072_1176782496331902976
user_Meagan Brooke Smith,video_1062801916175974400,How bout you google it 👍,2014-07-08T17:47:27.000000,1062801916175974400_1098351622683545600
user_Kyla Osburn,video_1054888765589991424,"chandler ottwell why the duck are you still be immature , google it dumbass it's a big news story",2014-03-13T21:03:29.000000,1054888765589991424_1056001577657225216
user_Shaj,video_1108883196646739968,Chinghandi so unnecessary,2014-08-23T15:12:25.000000,1108883196646739968_1114982451161288704
user_Taylor Anderson,video_1131877970764574720,jamariya mitchell she's oblivious to the heart eyes x2,2014-10-09T19:53:06.000000,1131877970764574720_1132085317852360704
user_Mariam,video_1076989232968626176,👍👍I save this Vine to my iPhone with Vine80x👏,2014-05-10T20:51:31.000000,1076989232968626176_1077017060242284544
user_Mariam,video_1082666054314094592,mcstyles,2014-05-26T17:25:17.000000,1082666054314094592_1082763366491160576
user_megan2016,video_1179210206551404544,I mean I love you vines but u are immature if you mad by that,2015-02-17T03:21:22.000000,1179210206551404544_1179308548711452672
user_Erna Solberg,video_1037513465897598976,Divorce*,2014-02-28T01:02:01.000000,1037513465897598976_1050988175712993280
user_K Comedy,video_1003782474029248512,Mike Saintil,2013-10-21T23:59:11.000000,1003782474029248512_1004224326926753792
user_K Comedy,video_1075288563576344576,"Christian Gonzalez, Mike Saintil, Mjblake",2014-07-03T17:52:46.000000,1075288563576344576_1096541022584037376
user_K Comedy,video_1166952370773897216,Mike Saintil  that's you,2015-01-14T02:26:11.000000,1166952370773897216_1166973474389295104
user_Kuntye West,video_1181848305580351488,SAGRAV_JA not Giuliana who called it edgy. Nice try boo,2015-02-24T21:14:41.000000,1181848305580351488_1182115374544666624
user_Kirsten,video_1071611451216748544,IKR,2014-04-26T00:10:06.000000,1071611451216748544_1071631220246540288
user_Kirsten,video_1107799880996368384,🙌😊😄,2014-08-04T05:04:24.000000,1107799880996368384_1107944068597882880
user_Kirsten,video_1152796309452173312,👊,2014-12-06T02:12:43.000000,1152796309452173312_1152836957647548416
user_Kirsten,video_1154563101698543616,Celine Parra,2015-01-10T05:22:57.000000,1154563101698543616_1165568406456602624
user_Hannah Garmon,video_1021311568061095936,kaydawggger,2013-12-09T21:42:34.000000,1021311568061095936_1021946955200696320
user_Izoria,video_1118654490065932288,WHITEY her own money you have a blessed day 👌👌🙏,2014-10-07T21:07:03.000000,1118654490065932288_1131379150926835712
user_Unpopularly Popular,video_1019862122563563520,👑Revined!👑,2013-12-04T13:30:05.000000,1019862122563563520_1020011075673993216
user_Tericka Mac,video_1035362829223784448,SCREAMING 😭😭😭😂😂,2014-01-25T03:28:21.000000,1035362829223784448_1038703816314675200
user_Tericka Mac,video_1137537063202222080,She can't do a split on the dick,2014-10-25T04:05:50.000000,1137537063202222080_1137645132754157568
user_CeciliaDDiaz,video_1156414078580133888,"Like I said, I don't believe I commented. Anyways, much obliged!",2014-12-27T20:09:51.000000,1156414078580133888_1160718174615150592
user_Paid_daidai,video_1173788073822248960,OAKLAND bitcch,2015-02-12T06:31:48.000000,1173788073822248960_1177544533613924352
user_Katie Burcham,video_1027733396387975168,You must have mistaken me for someone who gives a damn. Lindzi Gnat,2013-12-27T06:59:27.000000,1027733396387975168_1028247689454116864
user_Drew Matthews,video_987238296176463872,Damn.(;,2013-09-06T02:46:15.000000,987238296176463872_987596528653111296
user_Patty,video_1038638173796159488,How i want my hair Jessss,2014-01-25T19:19:22.000000,1038638173796159488_1038943147507548160
user_Patty,video_1171707907222761472,Kenya Major,2015-01-27T20:24:00.000000,1171707907222761472_1171955758347288576
user_Godvape,video_1147087383884611584,No bitch wanta to fuck your fat grimey ass,2015-01-30T12:10:58.000000,1147087383884611584_1172918847297200128
user_KayMeoow,video_1026296025050148864,Your gorgeous,2013-12-22T05:29:05.000000,1026296025050148864_1026413008697909248
user_KayMeoow,video_1095446517768163328,She's singing the fucking song !!! Stfu get tf out her comments you fucking dummies,2014-07-01T03:46:08.000000,1095446517768163328_1095603185554534400
user_Tekia Smith,video_1052863263529963520,I was not talking to u so u stfu I know was a joke so fuck out of my comment Dinahjanecanfistme,2014-04-27T12:59:13.000000,1052863263529963520_1072187159869632512
user_Charlie,video_1059574871014674432,If u were gay what would u do,2014-03-24T02:33:42.000000,1059574871014674432_1059708556620025856
user_Charlie,video_1065408203174641664,Eres radical,2014-04-08T23:38:24.000000,1065408203174641664_1065462645798612992
user_Charlie,video_1128105482884636672,Twins..drool;),2014-09-28T21:19:56.000000,1128105482884636672_1128120903956623360
user_Charlie,video_1152774856690098176,Oh my god that was amazing,2014-12-06T11:38:48.000000,1152774856690098176_1152979419611516928
user_Charlie,video_1157172778362175488,Fake,2014-12-18T12:27:11.000000,1157172778362175488_1157340246896250880
user_Charlie,video_1163260773993480192,Idk why but you really sound great like better then some of your others so fractures help sometimes XD,2015-01-03T21:09:26.000000,1163260773993480192_1163269883476271104
user_Tiana Hille,video_1149178946789986304,As they took his life he was taking the pain for us,2015-01-04T11:41:46.000000,1149178946789986304_1163489410369929216
user_Erwin Ramirez,video_1041575393192218624,Thank you,2014-02-06T03:39:30.000000,1041575393192218624_1043055273654771712
user_Keegan Wentworth,video_1053817084393508864,"Years"" IS GETTING OUT OF CONTROL! If u see one of these DO NOT COMMENT IT ON 8 vines because ITS NOT REAL!!!",2014-03-09T02:41:44.000000,1053817084393508864_1054274761632759808
user_Garrett Grannan,video_1140939557404024832,Lol yea u are a queer,2014-12-17T01:40:23.000000,1140939557404024832_1156815088901079040
user_90zBOi #SmallVinerGang,video_1035989830989217792,Fck them hatin ass niggaz cuz the same niggaz that called y'all shyt gay is wishin they cud b a popular az y'all  😂😂😂😂,2014-01-17T16:19:00.000000,1035989830989217792_1035998652189061120
user_90zBOi #SmallVinerGang,video_1038279828601765888,Low key what do I have to do to get a collab?,2014-01-23T23:47:32.000000,1038279828601765888_1038285856576102400
user_Alex Delgado,video_1058275301689892864,Thanks for following (: kik me Lycia Faith Edits  dagoer510_,2014-03-20T05:13:50.000000,1058275301689892864_1058299305020538880
user_Christopher Hall,video_1152774856690098176,He DEAD,2014-12-11T02:43:44.000000,1152774856690098176_1154656703544172544
user_Janae Dews,video_1062542981300740096,He's so cute awwww!,2014-04-01T21:16:37.000000,1062542981300740096_1062890250663284736
user_FollowMe2GetFamous❤,video_1064324203748175872,Who the fuck kaitlyn ???,2014-04-07T03:30:42.000000,1064324203748175872_1064796331865972736
user_Greetzz,video_1014047599634104320,Ugly ass,2013-11-18T11:40:57.000000,1014047599634104320_1014185408088653824
user_Greetzz,video_1130289000075177984,I wanna eat it,2015-03-25T12:33:41.000000,1130289000075177984_1192493508633169920
user_Evelyn,video_1107535888336232448,Aw amazing 😊❤️ I love this song and the Newsboys! Glad you've accepted him! Congrats and God Bless 💕,2014-08-06T15:05:27.000000,1107535888336232448_1108820101874040832
user_Evelyn,video_1152467943851012096,Pls pls pls pls pls all I want for cristmass,2014-12-05T02:16:32.000000,1152467943851012096_1152475530210271232
user_Evelyn,video_1162968975672778752,Noa,2015-01-16T22:06:09.000000,1162968975672778752_1167995197205192704
user_Evelyn,video_1173253347336237056,Im 13 and i know what u shld and shouldnt put out on the internet,2015-02-18T15:18:24.000000,1173253347336237056_1179851385635012608
user_Evelyn,video_1181756604215922688,carly rose IMCRHING,2015-02-24T03:29:15.000000,1181756604215922688_1181847247835840512
user_dylan,video_1040547079480930304,jule sussmann,2014-02-25T03:27:14.000000,1040547079480930304_1049937558098079744
user_dylan,video_1055729335686066176,Half Famous nice! I'm a 0621 field radio operator which is pretty cool I guess,2014-03-13T05:25:25.000000,1055729335686066176_1055765505991970816
user_dylan,video_1172723682289004544,Have you really encountered a guy willing to mess around in a restroom?,2015-02-03T03:16:59.000000,1172723682289004544_1174234017227296768
user_DeeJayStupidAss_,video_1005624904525201408,😂😂😂 Bruh 😂,2013-10-25T20:45:35.000000,1005624904525201408_1005625158578700288
user_DeeJayStupidAss_,video_981841413136666624,Sprinkled tho 😂😂😂😂,2013-08-21T05:40:52.000000,981841413136666624_981842266517864449
user_boston,video_1149037756371320832,Just a bunch if idiots I don't get how you can even defend Michael brown.,2014-11-25T20:08:56.000000,1149037756371320832_1149121528819023872
user_Cloud13,video_1164774910267441152,Muad Nur revine,2015-01-12T03:13:03.000000,1164774910267441152_1166260494445969408
user_Debbiethesinger,video_1138227974857265152,My point is 😕black people hardly get respect the one thing you could do is respect what you call themn😑,2014-10-27T02:50:22.000000,1138227974857265152_1138350919453392896
user_Dustin Allen,video_1025200529762304000,Show respect to a dumb bitch who knows she can look it up..it'll take 15 sec. Or u just Tryna get in them pants Andrews,2013-12-19T01:27:55.000000,1025200529762304000_1025265156877594624
user_AmericanSis,video_1036470207365230592,#Awwsumdude,2014-03-23T22:53:33.000000,1036470207365230592_1059653154737709056
user_Jensen,video_1075911890053615616,Karsyn us while shopping Karsyn,2014-05-12T00:13:26.000000,1075911890053615616_1077430264617373696
user_Jensen,video_1131786600502677504,He meant sick right,2014-12-28T18:52:05.000000,1131786600502677504_1161060989115219968
user_Jensen,video_1179657072758132736,😂,2015-02-18T23:20:55.000000,1179657072758132736_1179972812119973888
user_Bethany,video_1101031922005622784,Ja'Kiyah Rutledge I unfollowed her months ago and she wrote me a rude comment Why do people keep revining her in my feed,2014-07-16T18:58:37.000000,1101031922005622784_1101268634703396864
user_Bethany,video_1122388125185138688,Bracaya 😂😂😂,2014-09-13T13:31:36.000000,1122388125185138688_1122567225711247360
user_Bethany,video_1178264272132829184,Grace Wirling,2015-02-18T00:08:55.000000,1178264272132829184_1179622503841218560
user_Bethany,video_934329487129214976,Ur mom Thechampionsrockyou,2013-12-18T03:51:17.000000,934329487129214976_1024938846158532608
user_Brittani Roe,video_1146773813787328512,Hop off my shit. You're just making yourself look STUPID AllyRad,2014-11-21T05:10:57.000000,1146773813787328512_1147445993139286016
user_Trench,video_1001397703332573184,👍,2013-10-14T05:05:01.000000,1001397703332573184_1001402192504242176
user_Trench,video_1065408203174641664,"This is too awesome, Mark!  I love it ☺️👍",2014-04-08T20:56:14.000000,1065408203174641664_1065421838269755392
user_Jiggy Martins Indi,video_1038638173796159488,"Jessica Lesaca Haha wow, that's awesome!",2014-01-28T23:25:26.000000,1038638173796159488_1040092235070349312
user_Tj Williams,video_1092214858084454400,Lmao hell ya bissh who you 😂😂😂 Taylor Cain,2014-06-23T21:56:39.000000,1092214858084454400_1092978518008442880
user_Tj Williams,video_1121250455540867072,Me Taylor Cain 😂😂😂,2014-09-30T01:40:48.000000,1121250455540867072_1128548937696223232
user_Premleen Virdi,video_1132907236507746304,Areyaxox THE FEELS😭😭😭,2014-12-05T21:15:56.000000,1132907236507746304_1152762271907618816
user_lauren duffy,video_1053133798101442560,He was so sure he wud get them aswell cos he said she wud kill him,2014-04-19T23:15:28.000000,1053133798101442560_1069443143696629760
user_DarronVSPerfect (BVC EARTH),video_1005624904525201408,😂😂😂😂 hella funny,2013-10-26T04:38:57.000000,1005624904525201408_1005744283514474496
user_DarronVSPerfect (BVC EARTH),video_1030637312557678592,😂😂😂😭😭😭 how I know u was gone be here drakesonlynewfriend 😭,2014-02-01T02:23:45.000000,1030637312557678592_1041224271021887488
user_DarronVSPerfect (BVC EARTH),video_1058308699795390464,😭😭😭😭😭,2014-03-20T06:39:33.000000,1058308699795390464_1058320877437571072
user_ErikVidalJr,video_1144141477287514112,Sebbe162,2014-11-12T20:29:38.000000,1144141477287514112_1144415696743485440
user_Toney,video_1133597792259268608,"It does make the blacks look not so good. And y'all don't represent for us all but it's not nice, it shows immaturity.",2014-10-14T14:08:03.000000,1133597792259268608_1133810420541730816
user_josie mashburn,video_1154295514678829056,I tagged you in this a while back Olivia Michels,2015-01-14T22:39:22.000000,1154295514678829056_1167278782730616832
user_josie mashburn,video_1160414289270632448,"Olivia Michels, Juliet Moncho",2014-12-27T19:46:58.000000,1160414289270632448_1160712412631101440
